pose.x,pose.y
5.9398909797891974e-05,-6.046262797099189e-07
5.9778569266200066e-05,-6.039313120709267e-07
6.0156366089358926e-05,-6.040865514478355e-07
6.053417382645421e-05,-6.046680596227816e-07
6.091199247748591e-05,-6.050987053640711e-07
6.128982204245403e-05,-6.053461447663722e-07
6.166765524540097e-05,-6.052866297068249e-07
6.204548117239028e-05,-6.048638852007571e-07
6.242143717827275e-05,-6.045712552804616e-07
6.279926310526207e-05,-6.046824410077534e-07
6.317708903225139e-05,-6.048238674338791e-07
6.35549149592407e-05,-6.048517775525397e-07
6.393274088623002e-05,-6.050101433174859e-07
6.431242945836857e-05,-6.049764920135203e-07
6.469025538535789e-05,-6.05065224590362e-07
6.50680813123472e-05,-6.050590855011251e-07
6.544590723933652e-05,-6.04949264015886e-07
6.582373316632584e-05,-6.048003342584707e-07
6.620155909331515e-05,-6.046441285434412e-07
6.657752237515524e-05,-6.044719498277118e-07
6.695534830214456e-05,-6.043669600330759e-07
6.733317422913387e-05,-6.043629241503368e-07
6.771100015612319e-05,-6.043836151548021e-07
6.808882608311251e-05,-6.043129587851581e-07
6.846851465525106e-05,-6.043414941814262e-07
0.00010745027975644916,-6.752599688297778e-07
0.000432591768912971,-9.355916859021818e-07
0.001359877292998135,-1.2121817007937352e-06
0.003165995702147484,-1.2643515674426453e-06
0.006110071204602718,-1.0215826478088275e-06
0.010476099327206612,-6.493055479950272e-07
0.01652989722788334,-1.9474964574328624e-07
0.024593709036707878,3.658974492282141e-07
0.034932900220155716,1.3659955584444106e-06
0.04766043648123741,3.1986692192731425e-06
0.06277664750814438,5.954580046818592e-06
0.08027983456850052,9.670253348303959e-06
0.10009438544511795,1.4508506865240633e-05
0.12196481227874756,2.064567343040835e-05
0.14561615884304047,2.7916983526665717e-05
0.170807346701622,3.619215567596257e-05
0.1972009390592575,4.53657703474164e-05
0.22445780038833618,5.534318188438192e-05
0.25236278772354126,6.58639328321442e-05
0.2811788320541382,7.677703251829371e-05
0.3112492859363556,8.867478027241305e-05
0.3428734242916107,0.00010215719521511346
0.37630826234817505,0.00011742663627956063
0.4118105471134186,0.00013450537517201155
0.44955703616142273,0.0001536776835564524
0.4892207384109497,0.00017524027498438954
0.5305161476135254,0.00019863151828758419
0.57326740026474,0.0002235172869404778
0.6172972917556763,0.0002497800742276013
0.6623585224151611,0.0002774885797407478
0.708138644695282,0.0003064331831410527
0.7542736530303955,0.0003362436546012759
0.8004424571990967,0.0003663469396997243
0.8464706540107727,0.0003961886395700276
0.8924148082733154,0.00042586546624079347
0.9383777976036072,0.0004556366475299001
0.984436571598053,0.0004857017192989588
1.0306057929992676,0.0005159529973752797
1.0768393278121948,0.0005462539847940207
1.123064398765564,0.0005764169036410749
1.1692874431610107,0.0006064745248295367
1.215464472770691,0.000636496813967824
1.261573314666748,0.0006665107794106007
1.307629108428955,0.0006965513457544148
1.3536700010299683,0.0007265978492796421
1.3997339010238647,0.0007566579151898623
1.4458411931991577,0.0007867331150919199
1.4919874668121338,0.0008167895139195025
1.5381510257720947,0.000846837880089879
1.5843055248260498,0.0008769099367782474
1.6304335594177246,0.0009069814113900065
1.6765329837799072,0.0009370517800562084
1.722615361213684,0.0009670876897871494
1.7686985731124878,0.0009971073595806956
1.814797043800354,0.0010271326173096895
1.860916256904602,0.0010571767343208194
1.9070509672164917,0.0010872393613681197
1.953189492225647,0.0011173083912581205
1.9993199110031128,0.001147369621321559
2.0454351902008057,0.0011774152517318726
2.0915367603302,0.001207446213811636
2.137632369995117,0.0012374708894640207
2.1837317943573,0.0012674990575760603
2.229841470718384,0.0012975364224985242
2.2759625911712646,0.001327581936493516
2.3220901489257812,0.0013576296623796225
2.3682169914245605,0.001387674012221396
2.4143364429473877,0.0014177110278978944
2.460446834564209,0.0014477408258244395
2.5065505504608154,0.0014777658507227898
2.5526537895202637,0.0015077906427904963
2.598761796951294,0.0015378179959952831
2.6448774337768555,0.0015678490744903684
2.6909987926483154,0.0015978820156306028
2.73712158203125,0.0016279146075248718
2.783241033554077,0.0016579431248828769
2.829354763031006,0.0016879674512892962
2.8754634857177734,0.0017179881688207388
2.921570301055908,0.0017480062087997794
2.967679262161255,0.0017780250636860728
3.0137929916381836,0.0018080453155562282
3.059910774230957,0.001838067197240889
3.106030225753784,0.0018680893117561936
3.1521482467651367,0.0018981087487190962
