pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w
0.8510607481002808,0.0004588040173985064,0.0004588040173985064,1.4901161193847656e-08,0.0002320128260180354,0.00038054795004427433,0.9999998807907104
0.9049434661865234,0.000499647343531251,0.000499647343531251,3.909924998879433e-06,0.0012746378779411316,0.0003806606400758028,0.9999992251396179
0.9588949084281921,0.0005403297836892307,0.0005403297836892307,2.4386681616306305e-06,0.002269431483000517,0.00038106064312160015,0.9999973773956299
1.01324462890625,0.0005812704330310225,0.0005812704330310225,-6.262911483645439e-06,0.0024898045230656862,0.0003830338828265667,0.9999968409538269
1.0683002471923828,0.0006231751758605242,0.0006231751758605242,-1.8979888409376144e-05,0.0017113969661295414,0.00038692308589816093,0.9999984502792358
1.1243234872817993,0.0006666068220511079,0.0006666068220511079,-3.053736872971058e-05,0.00026221713051199913,0.00039306911639869213,0.9999998807907104
1.181581735610962,0.0007119521033018827,0.0007119521033018827,-3.65015584975481e-05,-0.0019169688457623124,0.00040139444172382355,0.9999980330467224
1.2402830123901367,0.0007593096815980971,0.0007593096815980971,-3.8041966035962105e-05,-0.003949080128222704,0.00041194469667971134,0.9999920725822449
1.3006559610366821,0.0008089235052466393,0.0008089235052466393,-3.9360951632261276e-05,-0.005067795980721712,0.0004236872773617506,0.9999871253967285
1.3629834651947021,0.0008613552781753242,0.0008613552781753242,-4.3655745685100555e-05,-0.0050835805013775826,0.000437295762822032,0.9999869465827942
1.4275702238082886,0.0009173950529657304,0.0009173950529657304,-5.0901202484965324e-05,-0.004363954532891512,0.00045285141095519066,0.9999904036521912
1.4943957328796387,0.0009778981329873204,0.0009778981329873204,-5.2159419283270836e-05,-0.003324068384245038,0.0004679637495428324,0.9999944567680359
1.5632305145263672,0.0010423940839245915,0.0010423940839245915,-4.513747990131378e-05,-0.002319999737665057,0.00048204162158071995,0.9999971389770508
1.633816123008728,0.0011103807482868433,0.0011103807482868433,-3.119977191090584e-05,-0.001626179669983685,0.0004944207612425089,0.9999985694885254
1.7058712244033813,0.0011810794239863753,0.0011810794239863753,-1.7940765246748924e-05,-0.001323768519796431,0.000504286726936698,0.9999990463256836
1.7790954113006592,0.0012541115283966064,0.0012541115283966064,-1.0437564924359322e-05,-0.0012912924867123365,0.0005118073895573616,0.9999989867210388
1.8531601428985596,0.0013292465591803193,0.0013292465591803193,-7.129739969968796e-06,-0.0012760577956214547,0.0005170758813619614,0.999998927116394
1.9277743101119995,0.0014059996465221047,0.0014059996465221047,-5.552778020501137e-06,-0.0010764958569779992,0.0005205064080655575,0.9999992251396179
2.0026333332061768,0.001483821077272296,0.001483821077272296,-2.269633114337921e-06,-0.0005837293574586511,0.0005221271421760321,0.9999996423721313
2.077502965927124,0.0015619465848430991,0.0015619465848430991,2.566259354352951e-06,0.00010896293679252267,0.0005223841872066259,0.9999998807907104
2.15238618850708,0.0016399529995396733,0.0016399529995396733,4.692003130912781e-06,0.0006507052457891405,0.0005223145708441734,0.9999996423721313
2.2273056507110596,0.0017179445130750537,0.0017179445130750537,3.3765099942684174e-06,0.0007910538697615266,0.0005221117753535509,0.9999995827674866
2.302262544631958,0.0017960646655410528,0.0017960646655410528,1.25030055642128e-07,0.0005149767966940999,0.0005219036247581244,0.9999997019767761
2.377239465713501,0.0018743660766631365,0.0018743660766631365,-2.3741740733385086e-06,1.7498168745078146e-05,0.0005218109581619501,0.9999998807907104
2.452211380004883,0.0019527619006112218,0.0019527619006112218,-2.684537321329117e-06,-0.00042163574835285544,0.000521854730322957,0.9999998211860657
2.527158498764038,0.00203111139126122,0.00203111139126122,-1.27498060464859e-06,-0.0005895305657759309,0.0005219550803303719,0.9999995827674866
2.602077007293701,0.002109371591359377,0.002109371591359377,7.906928658485413e-07,-0.00043787690810859203,0.0005220272578299046,0.9999998211860657
2.6769771575927734,0.002187503268942237,0.002187503268942237,1.8707942217588425e-06,-8.536517270840704e-05,0.0005220251623541117,0.9999998807907104
2.751877784729004,0.0022655916400253773,0.0022655916400253773,1.4423858374357224e-06,0.0002638152800500393,0.0005219446029514074,0.9999999403953552
2.8267946243286133,0.0023437230847775936,0.0023437230847775936,1.3899989426136017e-07,0.0004336493439041078,0.000521848676726222,0.9999997615814209
2.901808977127075,0.0024219064507633448,0.0024219064507633448,-2.525513991713524e-06,0.00030092470115050673,0.000522395595908165,0.9999998211860657
2.9772238731384277,0.002500474452972412,0.002500474452972412,-9.23103652894497e-06,-0.0002639462472870946,0.0005247578956186771,0.9999997615814209
3.053300142288208,0.0025801684241741896,0.0025801684241741896,-1.825881190598011e-05,-0.0011312129208818078,0.0005289025139063597,0.9999991655349731
3.130305767059326,0.002661624224856496,0.002661624224856496,-2.6875408366322517e-05,-0.002045091474428773,0.0005351223517209291,0.9999977946281433
3.20849609375,0.0027453964576125145,0.0027453964576125145,-3.286637365818024e-05,-0.002747529186308384,0.0005433554761111736,0.9999961256980896
3.2881717681884766,0.0028319484554231167,0.0028319484554231167,-3.758911043405533e-05,-0.003150849137455225,0.0005539481062442064,0.9999948740005493
3.3696036338806152,0.00292196124792099,0.00292196124792099,-4.1752588003873825e-05,-0.003301915479823947,0.0005664860364049673,0.9999943971633911
3.4530935287475586,0.0030162471812218428,0.0030162471812218428,-4.531745798885822e-05,-0.0033883382566273212,0.0005806512199342251,0.9999940991401672
3.538928270339966,0.0031154544558376074,0.0031154544558376074,-5.0130533054471016e-05,-0.0035930564627051353,0.000596244353801012,0.9999933838844299
3.6271674633026123,0.003220323706045747,0.003220323706045747,-5.2415067330002785e-05,-0.003845762927085161,0.000612098490819335,0.9999924898147583
3.7177987098693848,0.00333096063695848,0.00333096063695848,-5.0408998504281044e-05,-0.004008580464869738,0.0006283787079155445,0.999991774559021
3.81081485748291,0.003447346156463027,0.003447346156463027,-4.678964614868164e-05,-0.004010424017906189,0.000644385814666748,0.9999917149543762
3.906219005584717,0.003569596679881215,0.003569596679881215,-4.384317435324192e-05,-0.0038735652342438698,0.000660058343783021,0.999992311000824
4.003994941711426,0.003697887295857072,0.003697887295857072,-4.2749568819999695e-05,-0.0036693462170660496,0.0006754477508366108,0.9999929070472717
4.103922367095947,0.0038322852924466133,0.0038322852924466133,-3.9774924516677856e-05,-0.0033361942041665316,0.0006894448306411505,0.999994158744812
4.205714225769043,0.003972157370299101,0.003972157370299101,-3.3556483685970306e-05,-0.002834817161783576,0.0007016351446509361,0.9999957084655762
4.309083461761475,0.004116684664040804,0.004116684664040804,-2.5335000827908516e-05,-0.0022140215151011944,0.0007119069341570139,0.9999972581863403
4.41375207901001,0.004265102557837963,0.004265102557837963,-1.716543920338154e-05,-0.0015827097231522202,0.000720219686627388,0.9999984502792358
4.519437789916992,0.004416691139340401,0.004416691139340401,-1.0557472705841064e-05,-0.0010360050946474075,0.000726404832676053,0.9999991655349731
4.625860214233398,0.004570713732391596,0.004570713732391596,-6.297603249549866e-06,-0.0006161156925372779,0.0007306523621082306,0.9999996423721313
4.732699871063232,0.004726476036012173,0.004726476036012173,-1.9248109310865402e-06,-0.0002674817224033177,0.0007329697255045176,0.9999997615814209
4.839666843414307,0.005630058236420155,0.005630058236420155,0.0003740447573363781,6.754462083335966e-05,0.002755054272711277,0.9999961853027344
4.9463210105896,0.010040849447250366,0.010040849447250366,0.0024519318249076605,0.0005510869086720049,0.01327505148947239,0.9999087452888489
5.052064895629883,0.019923407584428787,0.019923407584428787,0.0069391075521707535,0.001372625702060759,0.033636465668678284,0.9994091391563416
5.156790733337402,0.034924060106277466,0.034924060106277466,0.012040656059980392,0.002184629673138261,0.05785507336258888,0.998249888420105
5.261231899261475,0.052149977535009384,0.052149977535009384,0.013871083967387676,0.002146683167666197,0.07523605227470398,0.9970669746398926
5.365706920623779,0.06973037868738174,0.06973037868738174,0.01012258231639862,0.0011869871523231268,0.08287892490625381,0.9965075254440308
5.470229625701904,0.08712173998355865,0.08712173998355865,0.0024491380900144577,-0.00015735873603262007,0.08395596593618393,0.9964665174484253
5.574661731719971,0.10489356517791748,0.10489356517791748,-0.0043989550322294235,-0.001129531068727374,0.08393976092338562,0.996460497379303
5.679007530212402,0.12293662130832672,0.12293662130832672,-0.0065927039831876755,-0.0012607746757566929,0.08408123254776001,0.9964362978935242
5.783314228057861,0.14101646840572357,0.14101646840572357,-0.003920240327715874,-0.0006293042679317296,0.08439479023218155,0.9964244961738586
5.887573719024658,0.15926799178123474,0.15926799178123474,0.0008317958563566208,0.000275023136055097,0.08554260432720184,0.9963340759277344
5.991300582885742,0.17973512411117554,0.17973512411117554,0.005202885717153549,0.0010915595339611173,0.09268596768379211,0.9956811666488647
6.093754291534424,0.204305037856102,0.204305037856102,0.008363168686628342,0.0018705930560827255,0.10811736434698105,0.9941012859344482
6.195461750030518,0.23140496015548706,0.23140496015548706,0.009313313290476799,0.0021161288022994995,0.12292322516441345,0.9923703074455261
6.297296047210693,0.2583187520503998,0.2583187520503998,0.006864488124847412,0.0014534492511302233,0.12865786254405975,0.9916642904281616
6.399187088012695,0.285113126039505,0.285113126039505,0.0019221790134906769,0.0002514026709832251,0.1294209212064743,0.9915878176689148
6.501001834869385,0.3121647238731384,0.3121647238731384,-0.0026695076376199722,-0.0008151269285008311,0.12939850986003876,0.9915887117385864
6.602740287780762,0.3393978476524353,0.3393978476524353,-0.004314817488193512,-0.0011889871675521135,0.12947681546211243,0.9915722608566284
6.704439163208008,0.3666594624519348,0.3666594624519348,-0.002717064693570137,-0.0007961311494000256,0.12967880070209503,0.9915521144866943
6.806145191192627,0.39382514357566833,0.39382514357566833,0.0002763308584690094,-2.180086448788643e-05,0.12985184788703918,0.9915333986282349
6.907886981964111,0.4208650290966034,0.4208650290966034,0.0023589525371789932,0.000607940019108355,0.12989085912704468,0.991525411605835
7.009665489196777,0.44783976674079895,0.44783976674079895,0.002384042367339134,0.0007642614655196667,0.12980394065380096,0.991536557674408
7.111460208892822,0.4748391807079315,0.4748391807079315,0.0008355043828487396,0.00046117499005049467,0.1296781748533249,0.9915556907653809
7.213250160217285,0.5019161105155945,0.5019161105155945,-0.0008874163031578064,-3.1005096388980746e-05,0.12960447371006012,0.9915654063224792
7.315021991729736,0.5290601849555969,0.5290601849555969,-0.0016101673245429993,-0.0003982805646955967,0.12961852550506592,0.99156254529953
7.416778087615967,0.5562191605567932,0.5562191605567932,-0.001098552718758583,-0.000468939048005268,0.1296900063753128,0.9915539026260376
7.51852560043335,0.5833431482315063,0.5833431482315063,1.4455989003181458e-05,-0.00027389798196963966,0.129757821559906,0.9915456771850586
7.620274543762207,0.6104164719581604,0.6104164719581604,0.0008517894893884659,2.0225124899297953e-05,0.12977826595306396,0.9915426969528198
7.722029209136963,0.6374598741531372,0.6374598741531372,0.0009280461817979813,0.00023566168965771794,0.12974956631660461,0.9915463924407959
7.823790550231934,0.6645089387893677,0.6645089387893677,0.0003739185631275177,0.00028040833421982825,0.12970228493213654,0.9915529489517212
7.9255571365356445,0.6915874481201172,0.6915874481201172,-0.00029544346034526825,0.00017373997252434492,0.1296716332435608,0.9915568828582764
8.027325630187988,0.7186944484710693,0.7186944484710693,-0.0006127022206783295,6.3355546444654465e-06,0.12967351078987122,0.9915565252304077
8.129093170166016,0.7458110451698303,0.7458110451698303,-0.00045264139771461487,-0.00012524359044618905,0.12969881296157837,0.9915533661842346
8.230859756469727,0.7729164958000183,0.7729164958000183,-3.2786279916763306e-05,-0.00016675578081049025,0.1297251433134079,0.9915499687194824
8.332622528076172,0.8000020384788513,0.8000020384788513,0.0003105681389570236,-0.00012039512512274086,0.12973500788211823,0.9915485978126526
8.434381484985352,0.8270735144615173,0.8270735144615173,0.00037039443850517273,-2.8260983526706696e-05,0.12972593307495117,0.9915497899055481
8.536137580871582,0.8541444540023804,0.8541444540023804,0.0001739244908094406,5.7545199524611235e-05,0.1297084093093872,0.9915521740913391
8.637894630432129,0.8812253475189209,0.8812253475189209,-9.047798812389374e-05,0.0001000832999125123,0.12969589233398438,0.9915538430213928
8.739654541015625,0.9083179831504822,0.9083179831504822,-0.00023448467254638672,8.934931247495115e-05,0.12969529628753662,0.9915539026260376
8.841419219970703,0.9354162216186523,0.9354162216186523,-0.00019255280494689941,3.9986189221963286e-05,0.12970413267612457,0.9915527701377869
8.943185806274414,0.9625120162963867,0.9625120162963867,-3.5526230931282043e-05,-1.9644328858703375e-05,0.1297142505645752,0.9915513396263123
9.044825553894043,0.9900063872337341,0.9900063872337341,0.0003192983567714691,-1.981286914087832e-05,0.13087031245231628,0.9913994669914246
9.14551067352295,1.0202046632766724,1.0202046632766724,0.001917172223329544,0.0003454573161434382,0.13916008174419403,0.9902680516242981
9.245254516601562,1.052917242050171,1.052917242050171,0.004520135000348091,0.000984999118372798,0.15085668861865997,0.9885448217391968
9.345069885253906,1.0854657888412476,1.0854657888412476,0.005708165466785431,0.0012572739506140351,0.1560869961977005,0.9877260327339172
